table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
public,user_feedback,9,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,user_module_progress,1,id,text,NO,null
public,user_module_progress,2,userId,text,NO,null
public,user_module_progress,3,moduleId,text,NO,null
public,user_module_progress,4,startedAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,user_module_progress,5,completedAt,timestamp without time zone,YES,null
public,user_module_progress,6,status,text,NO,'IN_PROGRESS'::text
public,user_sessions,1,id,text,NO,null
public,user_sessions,2,userId,text,NO,null
public,user_sessions,3,token,text,NO,null
public,user_sessions,4,refreshToken,text,NO,null
public,user_sessions,5,deviceType,text,YES,null
public,user_sessions,6,ipAddress,text,YES,null
public,user_sessions,7,userAgent,text,YES,null
public,user_sessions,8,expiresAt,timestamp without time zone,NO,null
public,user_sessions,9,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,user_sessions,10,lastActivityAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,users,1,id,text,NO,null
public,users,2,email,text,YES,null
public,users,3,phone,text,YES,null
public,users,4,passwordHash,text,YES,null
public,users,5,name,text,YES,null
public,users,6,dob,date,YES,null
public,users,7,gender,text,YES,null
public,users,8,panMasked,text,YES,null
public,users,9,aadhaarMasked,text,YES,null
public,users,10,primaryMobile,text,YES,null
public,users,11,primaryEmail,text,YES,null
public,users,12,recoveryEmail,text,YES,null
public,users,13,address,text,YES,null
public,users,14,maritalStatus,text,YES,null
public,users,15,occupationType,text,YES,null
public,users,16,employerCompany,text,YES,null
public,users,17,profileType,USER-DEFINED,NO,null
public,users,18,status,USER-DEFINED,NO,"'ACTIVE'::""UserStatus"""
public,users,19,language,text,NO,'en'::text
public,users,20,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,users,21,updatedAt,timestamp without time zone,NO,null
public,users,22,lastActiveAt,timestamp without time zone,YES,null
public,users,23,deviceInfo,jsonb,YES,null
public,users,24,googleAccessToken,text,YES,null
public,users,25,googleLinked,boolean,NO,false
public,users,26,googleRefreshToken,text,YES,null
public,users,27,googleTokenExpiry,timestamp without time zone,YES,null
public,users,28,is_first_login,boolean,NO,true
public,users,29,secondaryMobile,text,YES,null
public,users,30,settings,jsonb,YES,null
public,users,31,twoFactorRecoveryCodes,text,YES,null
public,users,32,twoFactorSecret,text,YES,null
public,users,33,authProvider,text,YES,'EMAIL'::text
public,weekly_analytics,1,id,text,NO,null
public,weekly_analytics,2,weekStart,date,NO,null
public,weekly_analytics,3,weekEnd,date,NO,null
public,weekly_analytics,4,wau,integer,NO,0
public,weekly_analytics,5,retention7Day,double precision,YES,null
public,weekly_analytics,6,retention14Day,double precision,YES,null
public,weekly_analytics,7,retention30Day,double precision,YES,null
public,weekly_analytics,8,topModule,text,YES,null
public,weekly_analytics,9,topDropOffPoint,text,YES,null
public,weekly_analytics,10,calculatedAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,will_status,1,id,text,NO,null
public,will_status,2,userId,text,NO,null
public,will_status,3,existsFlag,boolean,NO,false
public,will_status,4,location,text,YES,null
public,will_status,5,executorName,text,YES,null
public,will_status,6,executorContact,text,YES,null
public,will_status,7,instructions,text,YES,null
public,will_status,8,lastReviewDate,date,YES,null
public,will_status,9,createdAt,timestamp without time zone,NO,CURRENT_TIMESTAMP
public,will_status,10,updatedAt,timestamp without time zone,NO,null
